Themes/Phrases,strength
capacity factor,1.0
annual fuel consumption,1.5
Btu basis,1.0
unit pursuant,1.0
annual allowances,1.0
existing utility unit,1.5
steam-electric capacity,1.0
Oil-fired Units,1.0
1985 emission rate,1.5
annual emissions,1.0
affected units,1.0
annual sulfur dioxide emissions,2.0
annual emissions,1.0
preceding sentence,1.0
annual total,1.0
aggregate nameplate fossil fuel,2.0
operating company,1.0
emission rate,1.0
nameplate capacity,1.0
federally enforceable,1.0
existing utility unit,1.5
excluding units,1.0
aggregate nameplate fossil fuel,2.0
operating company,1.0
sulfur dioxide equivalent,1.5
emissions limitation,1.0
annual sulfur dioxide tonnage emissions,2.5
1985 emissions rate,1.5
steam-electric capacity,1.0
1985 emissions rate,1.5
existing utility unit,1.5
annual emissions,1.0
1985 emissions rate,1.5
annual emissions,1.0
operating company,1.0
annual sulfur dioxide emissions,2.0
tonnage limitation,1.0
electrical customers,1.0
1985 emission rate,1.5
annual emissions,1.0
affected units,1.0
emissions rate,1.0
annual emissions,1.0
tonnage limitation,1.0
allowance allocations,1.0
total fossil fuel steam-electric,2.0
generating capacity,1.0
1985 emissions rate,1.5
annual emissions,1.0
emissions limitation requirements,1.5
unit subject,1.0
annual emissions,1.0
affected units,1.0
annual emissions,1.0
baseline capacity factor,1.5
unit subject,1.0
emissions limitation,1.0
60 percent capacity factor,2.0
existing utility unit,1.5
1985 emissions rate,1.5
electric utility system,1.5
fossil-fuel capacity,1.0
flue gas desulfurization devices,2.0
emissions rate,1.0
Cost Factors,1.0
annual sulfur dioxide emissions tonnage,2.5
fossil-fuel capacity,1.0
large units,1.0
Top Emitting,1.0
Generating Stations,1.0
annual emissions,1.0
annual emissions,1.0
affected units,1.0
annual emissions,1.0
tonnage limitation,1.0
use allowances,1.0
annual emissions,1.0
affected units,1.0
Coal-fired Units,1.0
dioxide emissions rate,1.5
emissions limitation requirements,1.5
unit subject,1.0
utility unit,1.0
emissions rate,1.0
numerical factor,1.0
emissions rate,1.0
anyexisting coal-fired,1.0
annual sulfur dioxide,1.5
tonnage emission limitation,1.5
annual emissions,1.0
annual emissions,1.0
affected units,1.0
coal-fired utility unit,1.5
annual sulfur dioxide tonnage emissions limitation,3.0
numerical factor,1.0
1985 emissions rate,3.0
annual emissions,1.0
unit subject,1.0
affected units,1.0
basic Phase,1.0
capacity factor,1.0
basic Phase,1.0
allowance allocations,1.0
1985 sulfur dioxide emissions rate,2.5
unit subject,1.0
emissions limitation,1.0
operating company,1.0
capacity factor,1.0
emissions limitation requirements,1.5
1985 emissions rate,1.5
operating company,1.0
unit pursuant,1.0
1985 emissions rate,2.1666667
basic Phase,1.0
allowance allocations,1.0
unit pursuant,1.0
limitation requirements,1.0
basic Phase,1.0
allowance allocations,1.0
limitation requirements,1.0
annual allowance allocation,1.5
operating company subject,1.5
commercial operation,1.0
annual fuel consumption,1.5
65 percent capacity,1.5
Btu basis,1.0
1985 emissions rate,1.5
oil-and gas-fired unit,1.5
clean coal,1.0
unit allowances,1.0
existing oil,1.0
gas-fired utility,1.0
Gas-fired Units,1.0
1985 sulfur dioxide,1.5
emissions limitation requirements,1.5
Gas-fired Units,1.0
1985 emission rate,1.5
annual sulfur dioxide tonnage emissions limitation,3.0
technology demonstration grant,1.5
numerical factor,1.0
annual sulfur dioxide tonnage,2.0
emission rate,1.0
1985 emissions rate,1.5
numerical factor,1.0
1985 emissions rate,1.5
annual emissions,1.0
affected units,1.0
existing utility unit,1.5
annual fuel consumption,1.5
Btu basis,1.0
annual emissions,1.0
annual emissions,1.0
affected units,1.0
basic Phase,1.0
contiguous county,1.0
pro rata share,1.5
commercial operation,1.0
utility unit,1.0
annual fuel consumption,1.5
Btu basis,1.0
rata share,1.0
tonnage emission limitation,1.5
dioxide emission rate,1.5
contiguous county,1.0
Commence Operation,1.0
capacity factor,1.0
annual emissions,1.0
affected units,1.0
annual amount,1.0
anyutility unit,1.0
commercial operation,2.0
commenced construction,1.0
sulfur dioxide emission rate,2.0
65 percent capacity factor,2.0
Btu basis,1.0
fuel consumption,1.0
commercial operation,1.0
sulfur dioxide emission rate,2.0
anyutility unit,1.0
65 percent capacity factor,2.0
Btu basis,1.0
fuel consumption,1.0
sulfur dioxide tonnage emissions limitation,2.5
predominantly gas,1.0
existing operation,1.0
fired operation,1.0
existing utility unit,1.5
final prohibition order pursuant,2.0
annual fuel consumption,1.5
Btu basis,1.0
capacity factor,1.0
1987 sulfur dioxide emissions rate,2.5
actual emissions,1.0
annual emissions,1.0
affected units,1.0
qualifying cogeneration facility,1.5
applicable power sales agreement,2.0
small power production facility,2.0
independent power production facility,2.0
authority order,1.0
sales agreement,1.0
purchase capacity,1.0
power sales agreement,1.5
similar instrument,1.0
topurchase power,1.0
competitive bidsolicitation,1.0
electric utility,1.0
establishing terms,1.0
reasonable period,1.0
electric utility,1.0
winning bidder,1.0
Gas-fired Units,1.0
tonnage limitation,1.0
sulfur dioxide,1.0
annual emissions,1.0
gas-fired utility unit,1.5
annual fuel,1.0
allowance allocations,1.0
emissions limitation requirements,1.5
unit subject,1.0
1985 emissions rate,1.5
unit subject,1.0
Btu basis,1.0
annual emissions,1.0
affected units,1.0
limitation requirements,1.0
basic Phase,1.0
allowance allocations,1.0
section andsection,1.0
emissions limitation requirement,1.5
Household Estimates,1.0
consecutive calendar years,1.5
annual average fuel consumption,2.0
Btu basis,1.0
generating capacity,1.0
emissions limitation requirements,1.5
unit pursuant,1.0
sulfur dioxide emissions rate,2.0
annual average,1.0
annual total,1.0
emissions limitation requirements,1.5
section andsection,1.0
unit subject,1.0
emissions limitation,1.0
annually allowances,1.0
1980 emissions rate,1.5
company-wide fossil-fuel,1.0
combined commercial,1.0
industrial kilowatt-hour,1.0
emissions limitation requirements,1.5
unit pursuant,1.0
Btu basis,1.0
consecutive years,1.0
fuel consumption,1.0
unit pursuant,1.0
emissions limitation,1.0
allowance restriction,1.0
allowance allocations,1.0
actual emissions rate,1.5
annual total,1.0
last clause,1.0
preceding sentence,1.0
basic Phase,1.0
allowance allocations,1.0
1985 sulfur dioxide emission rate,2.5
1985 emission rate,2.1666667
EMISSIONS RATES,1.0
additional allowances,1.0
gas-fired utility unit,1.5
annual fuel consumption,1.5
Btu basis,1.0
allowancesallocated pursuant,1.0
capacity factor,1.0
annual sulfur dioxide emissions rate,2.5
allowance allocations,1.0
basic Phase,1.0
fuel-fired utility steam,1.5
generating units,1.0
utility steam units,1.5
State eligible,1.0
bonus allowance allocations,1.5
pro rata share,1.5
units subject,1.0
affected unit undersection,1.5
ADDITIONAL SOURCES,1.0
affected unit,1.0
fuel consumption,1.0
permit application,1.0
affected unit,1.0
sulfur dioxide,1.0
compliance plan,1.0
operating data,1.0
calendar years,1.0
permit application andcompliance plan,2.0
allowable emission rate,1.5
alternative representative,1.0
Emission Limitations,1.0
annual emissions limitations,1.5
sulfur dioxide,1.0
allowable emission rate,1.5
sulfur dioxide,1.0
bank allowances,1.0
reduced utilization,1.0
shutdown results,1.0
annual emissions,1.0
compliance plan,1.0
allowable emission rate,1.5
emission rate,1.0
emissions limitation,1.0
affected unit,1.0
subsequent years,1.0
thermal energy,1.0
thermal energy,1.0
replacement unit,1.0
full compliance,1.0
Special Allowance,1.0
basic Phase,1.0
allowance allocation,1.0
affected unit,1.0
affected source,1.0
allowance sales,1.0
sealed bid schedule,1.5
Auction Sales,1.0
Auction Subaccount,1.0
Annual auctions,1.0
specified numbers,1.0
minimum price,1.0
highest-priced bid,1.0
bid price,1.0
pro rata basis,1.5
affected units,1.0
pricesand results,1.0
rata basis,1.0
affected units,1.0
anyother provision,1.0
successful bids,1.0
affected units,1.0
affected source,1.0
pro rata,1.0
advance auctions,1.0
nongovernmental agencies,1.0
spot auctions,1.0
auction sales,1.0
public notice,1.0
industrial sources,1.0
twenty-year period,1.0
annual sulfur dioxide,1.5
likely trend,1.0
diesel fuel desulfurization,1.5
including units,1.0
actual emission reduction,1.5
sulfur dioxideemissions,1.0
Million Ton Cap,1.5
including units,1.0
existing source,1.0
reduction achievable,1.0
including units,1.0
environmental impact,1.0
energy requirements,1.0
emission reduction,1.0
nonair quality,1.0
including units subject,1.5
existing sources,1.0
continuous emission reduction,1.5
electrical output,1.0
DIOXIDE ALLOWANCE PROGRAM,1.5
commencing service,1.0
gas-fired unit,1.0
electrical output,1.0
cogeneration unit,1.0
hazardous waste,1.0
nameplate capacity,1.0
coal-derived fuel,1.0
State eastof,1.0
enactment ofthe,1.0
cogeneration unit,1.0
nameplate capacity,1.0
solid waste incineration unit,2.0
coal-derived fuel,1.0
combusting coal,1.0
combust coal,1.0
general account,1.0
coalderived fuel,1.0
coal-derived fuel,1.0
combusting fuel oil,1.5
commenced operation,1.0
total heat input,1.5
combust oil,1.0
total heat,1.0
unit account,1.0
total amount,1.0
sulfur dioxide,1.0
sulfur dioxide,1.0
determining allocations,1.0
Ninety-five percent,1.0
total amount,1.0
sulfur dioxide,1.0
sulfur dioxide allowances,1.5
general account,1.0
sulfur dioxide allowances,1.5
allocation amount,1.0
sulfur dioxide allowances,1.5
total amount,1.0
sulfur dioxide,1.0
general account,1.0
one-half percent,1.0
total amount,1.0
sulfur dioxide allowances,1.5
commenced operation,1.0
sulfur dioxide allowances,1.5
sulfur dioxide allowances,1.5
affected EGUs,1.0
subsequent year,1.0
unit account,1.0
sulfur dioxide allowances,1.5
31 dioxide allowances,1.5
affected EGUs,1.0
general account inthe Allowance,2.0
dioxide allowances,1.0
general accounts,1.0
unit accounts,1.0
general account,1.0
account andeach,1.0
unit accounts,1.0
dioxide allowances,1.0
general account,1.0
dioxide allowances,1.0
unit account,1.0
unit accounts,1.0
general accounts,1.0
sulfur dioxide allowances,1.5
total amount,1.0
sulfur dioxide allowances,1.5
affected EGUs,1.0
dioxide allowances,1.0
amountof sulfur dioxide allowances,2.0
thetotal baseline heat input,2.0
totalbaseline heat input,1.5
total baseline heat input,2.0
allocation amount,1.0
theallocation amount,1.0
dioxide allowances,1.0
one-half percent,1.0
total amount,1.0
allocation amount,1.0
sulfur dioxide allowances,1.5
affected EGUs,1.0
unallocated allowances,1.0
sulfur dioxide allowances,1.5
commence operation,1.0
total baseline heat,1.5
amountof sulfur dioxide allowances,2.0
allocation amount,1.0
total baseline heat input,2.0
theallocation amount,1.0
facility underclauses,1.0
allocation amount,1.0
regulationsdetermining allocations,1.0
pro rata basis,1.5
secondary fuel,1.0
orresidual oil,1.0
primary fuel,1.0
sulfur dioxide allowances,1.5
heat input,1.0
secondary fuel,1.0
residual oil,1.0
heat input,1.0
primary fuel,1.0
business day,1.0
dioxide allowances,1.0
judicial review,1.0
sulfur dioxide allowances,1.5
respective promulgation deadline,1.5
sulfur dioxide allowances,1.5
amountof sulfur dioxide,1.5
allocating allowances,1.0
dioxide allowances,1.0
SULFUR DIOXIDE ALLOWANCES,1.5
using sulfur dioxide allowances,2.0
SULFUR DIOXIDE,1.0
sulfur dioxide allowances,1.5
sulfur dioxide,1.0
sulfur dioxide control technology,2.0
commence operation,1.0
control technology,1.0
total heat input,1.5
total heat input,1.5
sulfurdioxide technology,1.0
sulfur dioxide allowances,1.5
sulfur dioxide control technology,2.0
sulfur dioxide emission reductions,2.0
dioxide technology,1.0
emission reductions,1.0
unit downstream,1.0
control technology,1.0
combusting fuel,1.0
accordance withparagraph,1.0
combusting fuel,1.0
sulfur dioxide allowances,1.5
fromthe reserve,1.0
dioxide emissions reductions,1.5
sulfur dioxide technology,1.5
requested underparagraph,1.0
sulfur dioxide,1.0
opportunityfor comment,1.0
allowance-to-emission-reduction ratio,1.0
sulfur dioxide,1.0
total amount,1.0
sulfur dioxideemission reductions,1.5
allowance-to-emission-reduction ratio,1.0
sulfur dioxide,1.0
quality assurance,1.0
single stack,1.0
separate monitoring,1.0
sulfur dioxide,1.0
dioxide control technology,1.5
control technology,1.0
sulfur dioxide control technology,2.0
sulfur dioxide emission reductions,2.0
allowance-to-emission-reduction ratio ofthe,1.5
last application,1.0
sulfur dioxide emissions reductions,2.0
total tonnage,1.0
dioxide allowances,1.0
duringthe period,1.0
sulfur dioxide allowances,1.5
total amount,1.0
dioxide allowances,1.0
sulfur dioxide,1.0
business day,1.0
sulfur dioxide allowances,1.5
total amount,1.0
sulfur dioxide allowances,1.5
total amount,1.0
adjusted baseline heat input,2.0
unallocated allowances,1.0
fourth year,1.0
covered year,1.0
annual heat input,1.5
heat input,1.0
adjusted baseline heat input,2.0
fourth year,1.0
covered year,1.0
annual heat input,1.5
adjusted baseline heat input,2.0
heat input,1.0
fifth year,1.0
fourth years,1.0
covered year,1.0
annual heat input,1.5
fourth year,1.0
heat input,1.0
heat input,1.0
unit wasnot,1.0
report heat input,1.5
heat input,1.0
affected EGU,1.0
fuel purchaseor use records,2.0
sulfur dioxide,1.0
toproduce electricity,1.0
fuel heat content data,2.0
fuel use,1.0
State andthat,1.0
combusting coal,1.0
covered year,1.0
fourth year,1.0
third year,1.0
annual sulfur dioxide,1.5
third year,1.0
affected EGUs,1.0
dioxide emissions,1.0
total heat input,1.5
unitcombusting fuel oil,1.5
affected EGUs,1.0
total amount,1.0
annual sulfur,1.0
sulfur dioxide allowances,1.5
fourth year,1.0
covered year,1.0
covered year,1.0
dioxide allowances,1.0
coal-derived fuel,1.0
fourth year,1.0
sulfur dioxide,1.0
affected EGUs,1.0
total amount,1.0
sulfur dioxides,1.0
covered year,1.0
baseline heat input,1.5
totaladjusted baseline heat input,2.0
totaladjusted baseline heat input,2.0
heat input,1.0
secondary fuel,1.0
sulfur dioxide allowances,1.5
sulfur dioxide allowances,1.5
respective promulgation deadline,1.5
residual oil,1.0
primary fuel,1.0
heat input,1.0
residual oil,1.0
primary fuel,1.0
NITROGEN OXIDES EMISSION REDUCTIONS,2.0
sulfur dioxide allowances,1.5
business day,1.0
affected unit pursuant,1.5
affected unit,1.0
amountof sulfur dioxide,1.5
judicial review,1.0
dioxide allowances,1.0
coal-fired utility,1.0
reduction requirements,1.0
NITROGEN OXIDES,1.0
unit subject,1.0
emission limitations,1.0
nitrogen oxides,1.0
Emission Limitations,1.0
utility boilers,1.0
allowable emission limitations,1.5
nitrogen oxides,1.0
low NOx burner technology,2.0
dry bottom,1.0
wall-fired boilers,1.0
utility boiler,1.0
allowable emission rates,1.5
nitrogen oxides,1.0
applying cell burner technology,2.0
allowable emission limitations,1.5
average basis,1.0
wet bottom,1.0
wall-fired boilers,1.0
emission rates,1.0
following types,1.0
nitrogen oxides,1.0
continuous emission,1.0
retrofit application,1.0
applicable emission,1.0
available technology,1.0
applying cell burner technology,2.0
reduction achievable,1.0
dry bottom,1.0
nitrogen oxides controls,1.5
affected unit,1.0
utility boilers,1.0
environmental impacts,1.0
emission limitations,1.0
cell burners,1.0
emission limitation,1.0
low NOxburner technology,1.5
applicable limitation,1.0
unit subject,1.0
unit subject,1.0
applicable limitation,1.0
applicable rate,1.0
permitting authority,1.0
applicable emission,1.0
monitoring data,1.0
emission rate,1.0
applicableemission rate,1.0
permitting authority,1.0
demonstration period,1.0
appropriate control equipment,1.5
demonstration period,1.0
periodof time,1.0
alternative emission rate,1.5
applicable emission rate,1.5
additional control technology,1.5
applicable emission limitation,1.5
average basis,1.0
Thepermitting authority,1.0
applicable emission rate,1.5
alternative emission limitation,1.5
alternative NOx control,1.5
annual emission,1.0
applicableemission limitations,1.0
annual emission rate,1.5
Btu-weighted average,1.0
annual emission,1.0
emission rates,1.0
respective operating permits,1.5
permitting authority,1.0
affected units,1.0
emission limitations,1.0
NITROGEN OXIDES,1.0
affected facilities,1.0
operating permit,1.0
NOx burners,1.0
applicable emission limitations,1.5
emission rate,1.0
nitrogen oxides,1.0
permitting authority,1.0
operating permits,1.0
enactment ofthe,1.0
electrical output,1.0
nameplate capacity,1.0
electrical output,1.0
cogeneration unit,1.0
commencing service,1.0
gas-fired unit,1.0
nameplate capacity,1.0
hazardous waste,1.0
solid waste incineration unit,2.0
nitrogen oxides allowances,1.5
affected EGUs,1.0
nitrogen oxides allowances,1.5
nitrogen oxides allowances,1.5
total amount,1.0
nitrogen oxides,1.0
nitrogen oxides,1.0
nitrogen oxides allowances,1.5
affected EGUs,1.0
oxides allowances,1.0
shallallocate nitrogen oxides,1.5
oxides allowances,1.0
oxides allowances,1.0
nitrogen oxides,1.0
affected EGUs,1.0
baseline heat input,1.5
total amount,1.0
nitrogen oxides allowances,1.5
nitrogen oxides allowances,1.5
heat input,1.0
allocation amount,1.0
baseline heat input,1.5
determining allocations,1.0
nitrogen oxides allowances,1.5
heat input,1.0
ofthe allocation amount,1.5
nitrogen oxides,1.0
respective promulgation deadline,1.5
oxides allowances,1.0
regulationsdetermining allocations,1.0
nitrogen oxides allowances,1.5
nitrogen oxides,1.0
affected EGU,1.0
nitrogen oxides,1.0
nitrogen oxides allowances,1.5
nitrogen oxides allowances,1.5
nitrogen oxides allowances,1.5
judicial review,1.0
business day,1.0
nitrogen oxides allowances,1.5
baseline heat input,1.5
total amount,1.0
determining allocations,1.0
nitrogen oxides allowances,1.5
baseline heat input,1.5
total amount,1.0
heat input,1.0
allocation amount,1.0
nitrogen oxides allowances,1.5
heat input,1.0
ofthe allocation amount,1.5
nitrogen oxides allowances,1.5
business day,1.0
oxides allowances,1.0
nitrogen oxides allowances,1.5
respective promulgation deadline,1.5
nitrogen oxides,1.0
judicial review,1.0
regulationsdetermining allocations,1.0
affected EGU,1.0
nitrogen oxides,1.0
nitrogen oxides,1.0
ozone season,1.0
nitrogen oxides allowances,1.5
fine grid portions,1.5
fine grid portions,1.5
implementation plan,1.0
APPLICABLE IMPLEMENTATION PLAN,1.5
nitrogen oxides budget,1.5
compliance supplement pool,1.5
required emission control,1.5
full implementation,1.0
ozone season,1.0
trading program,1.0
nitrogen oxides,1.0
applicable implementation,1.0
nitrogen oxides,1.0
applicableimplementation plan,1.0
2008 NITROGEN OXIDES,1.5
applicable implementation,1.0
baseline heatinput,1.0
using nitrogen oxides allowances,2.0
average annualcombustion,1.0
average annualcombustion,1.0
average annualcombustion,1.0
nitrogen oxides trading program,2.0
ozone season,1.0
baseline heat input,1.5
specified years,1.0
heat input,1.0
baseline heat input,1.5
adjusted baseline heat input,2.0
baseline heat input,1.5
baseline heat input,1.5
baseline heat input,1.5
baseline heat input,1.5
baseline heat input,1.5
baseline heat input,3.0
nameplate capacity,1.0
electrical output,1.0
commencing service,1.0
unit commences,1.0
electrical output,1.0
coal-fired unit,1.0
cogeneration unit,1.0
enactment ofthe,1.0
cogeneration unit,1.0
mercury allowances,1.0
affected EGUs,1.0
31 mercury allowances,1.5
hazardous waste,1.0
solid waste incineration unit,2.0
mercury allowances,1.0
total amount,1.0
mercury allowances,1.0
determining allocations,1.0
adjusted baseline heat input,2.0
total amount,1.0
allocation amount,1.0
affected EGUs,1.0
mercury allowances,1.0
secondary fuel,1.0
heat input,1.0
secondary fuel,1.0
mercury allowances,1.0
baseline heat,1.0
determining allocations,1.0
heat input,1.0
mercury allowances,1.0
business day,1.0
respective promulgation deadline,1.5
mercury allowances,1.0
amountof mercury allowances,1.5
mercury allowances,1.0
mercury allowances,1.0
regulationsdetermining allocations,1.0
AFFECTED UNITS,1.0
continuous program,1.0
mercury content,1.0
combustion turbines,1.0
cycle plants,1.0
reasonable time,1.0
affected unit,1.0
emission limitations,1.0
affected unit,2.0
affected unit,1.0
affected unit,2.0
affected unit,1.0
affected unit,2.0
standard pursuant,1.0
fixed capital cost,1.5
economically feasible,1.0
fixedcapital cost,1.0
applicable standards setforth,1.5
stationary combustion turbine,1.5
combustion turbine exhaust gases,2.0
simple cycle combustion turbine,2.0
enactment ofthe,1.0
reporting requirements,1.0
affected units,1.0
establishing requirements,1.0
affected unit subject,1.5
affected unit,1.0
including monitoring,1.0
single stack,1.0
separate monitoring,1.0
nitrogen oxides,1.0
affected unit subject,1.5
monitoring output,1.0
nitrogen oxides,1.0
forparticulate matter,1.0
reporting requirements,1.0
thermal energy,1.0
affected unit,1.0
reporting output data,1.5
affected unit subject,1.5
monitoring particulate,1.0
theaffected unit,1.0
reporting requirements,1.0
appropriate vendor guarantees,1.5
commercially available,1.0
cycle plants,1.0
reporting requirements,1.0
alternative monitoring,1.0
particulate matter,1.0
rolling average,1.0
compliance period,1.0
effective date ofstandards,1.5
affected unit,1.0
cycle plant,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
particulate matter,1.0
mercury emissions,1.0
optimize capture,1.0
acombined capacity,1.0
cycle plants,1.0
flue gas desulfurization,1.5
selective catalytic,1.0
optimize capture ofmercury,1.5
permitting authority,1.0
mercury requirement,1.0
affected unit,1.0
mercury capture,1.0
demonstration project,1.0
effective date,1.0
particulate matter,1.0
gas-fired combustion turbine,1.5
significant amounts,1.0
owner oroperator,1.0
Combustion Turbines,1.0
effective date,1.0
nitrogen oxides,1.0
15 percent oxygen,1.5
simple cyclecombustion turbine,1.5
simple cyclecombustion turbine,1.5
15 percent oxygen,1.5
15 percent oxygen,1.5
simple cycle turbineand,1.5
add-on controls,1.0
particulate matter,1.0
effective date,1.0
affected unit,1.0
combustion turbine,1.0
effective date,1.0
owner oroperator,1.0
sulfur dioxide,1.0
15 percent oxygen,1.5
nitrogen oxides,1.0
simple cycle,1.0
affected unit,1.0
simplecycle combustion turbine,1.5
sulfur dioxide,1.0
15 percent oxygen,1.5
combustion turbine,1.0
simple cycle combustion turbine,2.0
add-on controls,1.0
simplecycle combustion turbine,1.5
simple cycle combustion,1.5
particulate matter,1.0
emission limitation,1.0
nonair quality health,1.5
environmental impacts,1.0
emission limitations,1.0
revising standards,1.0
energy requirements,1.0
percent reductions,1.0
emission limitations,1.0
percent reductions,1.0
anystandard promulgated,1.0
available information,1.0
affected units,1.0
applicable standard,1.0
Effective Date,1.0
effective date,1.0
established pursuant,1.0
stationary source,1.0
affected unit,1.0
affected unit subject,1.5
affected units,1.0
affected units,1.0
affected unit subject,1.5
environmental effects,1.0
particulate matter,1.0
comprehensive program,1.0
environmental monitoring,1.0
emission reductions,1.0
ambient air quality standard,2.0
air pollutant,1.0
scientific understanding,1.0
current research,1.0
particulate matter,1.0
current research,1.0
nitrogen oxides,1.0
environmental monitoring,1.0
emission reductions,1.0
multi-pollutant control strategiesand CEMS,2.0
human health,1.0
human health,1.0
environmental effects,1.0
effectiveness ofemission reductions,1.5
ongoing laboratory,1.0
andmodeling analyses,1.0
field research,1.0
particulate matter,1.0
electrical generating units,1.5
including speciation,1.0
governing chemical,1.0
electricity generationto mercury,1.5
long-term contributions,1.0
human exposure,1.0
fish contamination,1.0
regional scales,1.0
mercury reductions,1.0
generating facilities,1.0
mercury infreshwater fish,1.5
population exposure,1.0
sensitive populations,1.0
electricity generation,1.0
domestic mercury exposure,1.5
health effects,1.0
natural background levels,1.5
global anthropogenic,1.0
including transport,1.0
fine particle fractions,1.5
particulate matter components,1.5
toelectricity generation,1.0
generating units,1.0
electricity generation,1.0
sensitivepopulation groups,1.0
electricity generation,1.0
valuing humanhealth,1.0
existing technologies,1.0
innovative technologies,1.0
mercury emissions,1.0
health effects,1.0
indoor air exposures,1.5
chronic effects,1.0
particulate matter,1.0
personal exposure,1.0
particulate matter,1.0
particulate matter,1.0
particulate matter,1.0
nitrogen oxides,1.0
future electricitygeneration,1.0
pollution control,1.0
upgrade cost,1.0
performance models,1.0
environmental implications,1.0
selective catalytic,1.0
various technologies,1.0
includingthe impact,1.0
integrated gasification,1.0
mercury emissions,1.0
coal combustion residues,1.5
adequately controlmercury,1.0
lowercost CEMS,1.0
providing real-time,1.0
total mercury,1.0
current programs,1.0
cost-effective real-time measurements,1.5
compact CEMS,1.0
pilot-scale mercury,1.0
control programs,1.0
coal types,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
enhanced sorbents,1.0
including development,1.0
characterize mercury emissions,1.5
low-rank coals,1.0
traditional control,1.0
low cost combustion modifications,2.0
selective catalytic reduction,1.5
dry-bottom boilers,1.0
technology information,1.0
Emissions Levels,1.0
emissions levels,1.0
ecological effects,1.0
net benefits,1.0
emissions levels,1.0
emission reductions,1.0
environmental monitoring,1.0
affected facilities,1.0
transformation products,1.0
deposition processes,1.0
human health,1.0
continuing basis,1.0
source-receptor relationships,1.0
surface water quality,1.5
atmospheric deposition,1.0
local deposition,1.0
depositionin order,1.0
aggregate exposures,1.0
mercury emissions controls,1.5
monitoring capabilities,1.0
national air quality,1.5
nutrient enrichment,1.0
mercury bioaccumulation,1.0
atmospheric deposition,1.0
reporting requirements,1.0
ecosystem health,1.0
marine biota,1.0
atmospheric deposition monitoringnetworks,1.5
long-term monitoring,1.0
resulting air,1.0
episodic exposure,1.0
air pollutants,1.0
quality implications,1.0
Reporting Requirements,1.0
twenty-four months,1.0
emission reduction programs,1.5
emission reductions,1.0
electricity generation,1.0
nitrogen oxides,1.0
ambient concentrations,1.0
sulfur dioxide,1.0
includingregional estimates,1.0
relative contribution,1.0
sulfur dioxide,1.0
emission reductions,1.0
related air quality,1.5
nitrogen oxides,1.0
atmospheric deposition,1.0
atmospheric deposition,1.0
aquatic ecosystems,1.0
atmospheric deposition,1.0
surface water quality,1.5
atmospheric deposition rates,1.5
near-coastal waters,1.0
forested watersheds,1.0
transformation products,1.0
episodic acidification,1.0
particularly withrespect,1.0
coastal eutrophication,1.0
ecological effects,1.0
major emitting facility ormajor,2.0
stationary source,1.0
Major Source Exemption,1.5
affected unit,1.0
major emitting facility,1.5
stationary source,1.0
following requirements,1.0
performance standards,1.0
repairspollution control equipment,1.5
permit program,1.0
affected unit,1.0
affected unit,1.0
enforceable permit,1.0
issued pursuant,1.0
particulate matter,1.0
affected unit,1.0
combustion practices,1.0
affected unit,1.0
affected unit,1.0
particulate matter,1.0
applicable implementation,1.0
program toprovide,1.0
affected unit,1.0
emissions increase,1.0
quality standard,1.0
stationary source,1.0
affected unit,1.0
Preconstruction Requirements,1.0
following requirements,1.0
affected unit,1.0
owner oroperator,1.0
national ambient air,1.5
air pollution,1.0
ambient air quality,1.5
thatthe emissions increase,1.5
theperformance standards,1.0
beginning operation,1.0
maximum capacity,1.0
preconstruction requirements,1.0
available control technology,1.5
hourly emissions,1.0
Class Iarea protections,1.5
emission limitations,1.0
affected unit,1.0
affected unit,1.0
affected unit,1.0
hourly emissions,1.0
air pollutant,1.0
physical change,1.0
maximum capacity,1.0
modifying section,1.0
quality standard,1.0
air quality,1.0
adding clause,1.0
ambient air quality standard,2.0
hour ozone,1.0
ambient air,1.0
quality standard,1.0
supplemental air quality,1.5
control measures,1.0
fine particles,1.0
ambient air,1.0
local controls,1.0
fine particles,1.0
modeling demonstration,1.0
flush language,1.0
ambient air quality standard,2.0
ambient air quality standard,2.0
ambient air quality standard,2.0
hour ozone fine,1.5
modifying section,1.0
adequate provisions,1.0
fine particles,1.0
emissions activity,1.0
consistent withthe provisions,1.5
ambient air quality standard,2.0
national primary,1.0
significant deterioration,1.0
air quality,1.0
affected units,1.0
plan withrespect,1.0
relevant factors,1.0
theapplicable implementation plan,1.5
relevant non-attainment areas,1.5
affected units,1.0
meaning ofsection,1.0
emissions reductions,1.0
attainment date,1.0
industrial boilers,1.0
mobile sources,1.0
nonattainment area,1.0
air quality,1.0
maximum extent,1.0
effective date,1.0
emissions reductions,1.0
principal category,1.0
Transitional Areas,1.0
affected units,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
principal category,1.0
sulfur dioxide,1.0
appropriate peer,1.0
petitioning State,1.0
political subdivision,1.0
available peer,1.0
source characteristics,1.0
emission inventory,1.0
including growth,1.0
vehicle miles,1.0
Significant Deterioration,1.0
transitional area,1.0
significant deterioration provisions,1.5
particles standard,1.0
implementation plan revision,1.5
transitional area,1.0
maintenance analysis,1.0
unclassifiable area,1.0
hour ozone standard,1.5
modifying section,1.0
air pollutants,1.0
hazardous air,1.0
