Themes/Phrases,strength
former ranges,1.0
delivery costs,1.0
delivery points,1.0
competitive entry,1.0
square kilometer,1.0
population density,1.0
square kilometer,1.0
populated departments,1.0
carrier parks,1.0
small trucks,1.0
primary means,1.0
population density,1.0
roadside boxes,1.0
extensive use,1.0
French population permits,1.5
geographic concentration,1.0
delivery service,1.0
travel intersects,1.0
curbside mailboxes,1.0
rural roadside,1.0
efficient delivery,1.0
efficient delivery,1.0
principal roads,1.0
intersecting road,1.0
several addresses,1.0
population density,1.0
variable costs,1.0
cost differences,1.0
centralized box units,1.5
neighborhood delivery,1.0
travel time,1.0
variable cost,1.0
population density,1.0
efficient delivery,1.0
delivery cost analyses,1.5
route time,1.0
standing structures,1.0
Postal density,1.0
delivery points,1.0
variable portion,2.0
access time,1.0
physical characteristics,1.0
excluding loading time,1.5
delivery service,1.0
multiple address building,2.1666667
several addresses,1.0
postal density,1.0
cost consequences,1.0
multi-address buildings,1.0
multi-address kiosks,1.0
exogenous cost drivers,1.5
postal density,1.0
endogenous dimension,1.0
postal density,1.0
demographic characteristics,1.0
postal operator,1.0
adjusting quality,1.0
population density,1.0
Postal density,1.0
universal service obligations,1.5
delivery service,1.0
postal density,1.0
90th quantiles,1.0
population density,1.0
roadside line,1.0
travel delivery,1.0
postal density,1.0
postal densities,1.0
postal density,1.0
deserted areas,1.0
delivery service,1.0
French law,1.0
delivery quality,1.0
postal densities,1.0
route time,1.0
different owing,1.0
postal law,1.0
universal service obligation,1.5
current carrier time,1.5
delivery service,1.0
variable load time,1.5
delivery service,1.0
postal density,1.0
Postal Density Comparison,1.5
low values,1.0
narrow range,1.0
stale data,1.0
Postal densities,1.0
postal densities,1.0
population density,1.0
equivalent areas,1.0
postal density,1.0
population densities,1.0
French carrier,1.0
roadside mailbox,1.0
universal service,1.0
postal density,1.0
rural routes,1.0
loop city routes,1.5
business routes,1.0
loop routes,1.0
detached houses,1.0
different cost,1.0
service tradeoff,1.0
bottom quartile,1.0
rural routes,1.0
postal density,1.0
postal density,1.0
front door,1.0
postal density,1.0
nearby stops,1.0
rural population,1.0
delivering mail,1.0
population density averages,1.5
average distance,1.0
inner suburbs,1.0
curbline routes,1.0
outer suburbs,1.0
rural carriers,1.0
postal density,1.0
curbside boxes,1.0
bottom decile,1.0
population densities,1.0
population density,1.0
urbanized area,1.0
population densities,1.0
population densities,1.0
delivery points,1.0
multiple address stops,1.5
left side,1.0
multiple address stops,1.5
Delivery Points,1.0
city carriers,1.0
Increasing Delivery,1.0
delivery service,1.0
small relative,1.0
postal density,1.0
annual volume,1.0
Postal Density,1.0
density differences,1.0
postal densities,1.0
mail volume,1.0
uniform quality,1.0
low population density,1.5
sensitive data,1.0
actual unit costs,2.1666667
normalized costs,1.0
Postal Density,1.0
Possible Deliveries,1.0
delivery costs,1.0
unit costs,1.0
questionable accuracy,1.0
cost comparisons,1.0
14 Unit costs,1.5
carrier street time,1.5
international currency,1.0
Increasing Delivery,1.0
French distribution,1.0
standard deviation,1.0
French distribution,1.0
unit cost,1.0
uniform tariff,1.0
delivery cost,1.0
actual costs,1.0
umbrella price,1.0
low cost volume,1.5
geographical concentration,1.0
low cost volume,1.5
alternative service,1.0
relevant factors,1.0
capita volume,1.0
wage premium,1.0
inefficient entry,1.0
average slope,1.0
cost curve,1.0
uniform tariff constraint,1.5
Ceteris paribus,1.0
classification efficiency,1.0
cost heterogeneity,1.0
geographical cost,1.0
oriented tariffs,1.0
inefficient entry,1.0
relevant factor,1.0
volume erosion,1.0
postal density,1.0
French unit,1.0
postal density,1.0
delivery costs,1.0
postal density,1.0
postal densities,1.0
French volume,1.0
unit cost,1.0
different ranges,1.0
postal density,1.0
actual volume,1.0
low population density,1.5
costly areas,1.0
postal density,1.0
postal density,1.0
populated areas,1.0
costly areas,1.0
postal density,1.0
Postal Density,1.0
Increasing Delivery,1.0
interesting phenomena,1.0
cost routes,1.0
postal density,1.0
postal density,1.0
French average costs,1.5
engineering model,1.0
average cost,1.0
translog equation,1.0
street time,1.0
average costs,1.0
normalized street delivery,1.5
average costs,1.0
Postal density,1.0
wealth effect,1.0
postal density,1.0
street time,1.0
postal densities,1.0
low quartile,1.0
Average Costs,1.0
annual volume,1.0
translog equation,1.0
Medium Volume,1.0
Postal Density,1.0
countries volume,1.0
estimated translog equation,1.5
postal density,2.0
cost driver,1.0
rural routes,1.0
stratified sample,1.0
scale economies,1.0
important cost driver,1.5
postal density,1.0
scale economies,1.0
postal density,1.0
postal density,1.0
fixed costs,1.0
ceteris paribus,1.0
postal density,1.0
postal density,1.0
important cost,1.0
postal densities,1.0
alternative means,1.0
postal density,1.0
average unit costs,1.5
postal densities,1.0
fixed costs,1.0
postal activities,1.0
simulation model,1.0
low volume,2.0
postal density,1.0
Yearly Volume,1.0
actual ranges,1.0
simulation model,1.0
cost function,1.0
postal densities,1.0
unit street delivery costs,2.0
important driver,1.0
postal densities,1.0
average costs,1.0
average unit costs,1.5
cost function,1.0
regression approaches,1.0
Translog Model,1.0
postal density,1.0
delivery costs,1.0
Possible Deliveries,1.0
unit delivery costs,1.5
rapid change,1.0
average unit costs,1.5
postal density,1.0
low volume,1.0
similar shapes,1.0
different input prices,1.5
low average unit costs,2.0
unit delivery costs,1.5
cost drivers,1.0
postal density,1.0
average unit,1.0
delivery costs,1.0
street delivery costs,1.5
inefficient entry,1.0
delivery costs,1.0
Rationalizing street delivery cost,2.0
single measure,1.0
populated areas,1.0
postal density,1.0
postal density,1.0
street delivery costs,1.5
actual ranges,1.0
postal densities,1.0
populated areas,1.0
Postal density,1.0
important driver,1.0
postal density,1.0
unit street delivery costs,2.0
Delivery Data,1.0
several postcodes,1.0
delivery area,1.0
geographic characteristics,1.0
unit costs,1.0
geographical characteristics,1.0
information system,1.0
delivery service,1.0
delivery cost,1.0
postal densities,1.0
delivery data,1.0
delivery model,1.0
area averages,1.0
unit costs,1.0
delivery points,1.0
aggregate view,1.0
street costs,1.0
outlying area,1.0
geographical characteristics,1.0
street delivery,1.0
geographic area,1.0
precise view,1.0
unit costs,1.0
unit cost,1.0
small town,1.0
increasing unit costs,1.5
delivery data,1.0
stratified sample,1.0
Cost Segments,1.0
rural carriers,1.0
delivery areas,1.0
accounting system,1.0
rural routes,1.0
data elements,1.0
City carrier time,1.5
rural carriers,1.0
city carrier routes,1.5
Rural carrier,1.0
20 delivery areas,1.5
out-of-office delivery costs,1.5
Outside Work,1.0
travel time,1.0
urban suburbs,1.0
variable costs,1.0
fixed portion,1.0
route time,1.0
rural routes,1.0
rural mail count system,2.0
23 Load time,1.5
remaining time,1.0
Current Directions,1.0
Delivery Services,1.0
Postal Sector,1.0
Postal Market,1.0
Technico-Economic Analysis,1.0
Summary Description,1.0
Outside Work,1.0
Emerging Competition,1.0
city delivery,1.0
postal service,1.0
urban areas,1.0
universal service requirement,1.5
rural delivery,1.0
city delivery costs,1.5
routine cost data,1.5
postal rate proceedings,1.5
Comprehensive Statement,1.0
rural delivery costs,1.5
cost differential,1.0
urban delivery,1.0
brief summary,1.0
concluding remarks,1.0
rural delivery cost,1.5
delivery costs,1.0
rural delivery,1.0
background information,1.0
city delivery,1.0
complex issue,1.0
postal monopoly,1.0
total costs,1.0
window service,1.0
mail processing,1.0
detailed comparison,1.0
delivery costs,1.0
Rural Routes,1.0
geographic locations,1.0
post office,1.0
rural routes,1.0
postal system,1.0
million delivery points,1.5
building occupancy,1.0
urban areas,1.0
cost analysis,1.0
city delivery,1.0
rural routes,1.0
letter routes,1.0
delivery routes,1.0
separate labor unions,1.5
rural carriers,1.0
million delivery points,1.5
post offices,1.0
including contract routes,1.5
rural routes,1.0
surrounding areas,1.0
post offices,1.0
city delivery route,1.5
rural routes,1.0
urban areas,1.0
non-urban areas,1.0
rural portions,1.0
extended cities,1.0
provided city delivery,1.5
developed nations,1.0
Highway contract routes,1.5
star routes,1.0
Comprehensive Statement,1.0
Contract routes,1.0
delivery points,1.0
residential delivery points,1.5
rural routes,1.0
six-day-a-week delivery,1.0
highway contract,1.0
rural route,1.0
city delivery routes,1.5
rural route,1.0
curbside delivery,1.0
line routes,1.0
use vehicles,1.0
rural service,1.0
various points,1.0
city routes,1.0
rural routes,1.0
possible deliveries,1.0
rural routes,1.0
70 percent business,1.5
Business routes,1.0
service businesses,1.0
city delivery routes,1.5
City routes,1.0
possible city deliveries,1.5
five-day-per-week routes,1.0
city deliveries,1.0
rural carriers,1.0
total time,1.0
including apartments,1.0
retail services,1.0
city carriers,1.0
rural carriers,1.0
retail services,1.0
city carriers,1.0
rural carriers transport mail,2.0
small post offices,1.5
rural route,1.0
selling postage stamps,1.5
receiving parcels,1.0
major finding,1.0
possible delivery,1.0
business routes,1.0
rural delivery,1.0
small difference,1.0
Rural Delivery,1.0
much carrier time,1.5
possible delivery,1.0
average time,1.0
average carrier time,1.5
close proximity,1.0
carrier dismounts,1.0
carrier time,1.0
city delivery route,1.5
foot route,1.0
residential routes,1.0
rural carriers,1.0
minor differences,1.0
Possible delivery,1.0
city carriers,1.0
collection boxes,1.0
retail activities,1.0
rural carriers,1.0
possible city delivery,1.5
residential routes,1.0
several reasons,1.0
possible delivery,1.0
In-office time,1.0
out-of-office delivery time,1.5
city delivery letter routes,2.0
large office buildings,1.5
individual suites,1.0
business districts,1.0
business areas,1.0
parcel post,1.0
support routes,1.0
rural carriers,1.0
Rural Delivery Routes,1.5
Possible Delivery,1.0
business routes,1.0
residential route,1.0
retail service costs,1.5
delivery time,1.0
corresponding time,1.0
residential routes,1.0
Rural routes,1.0
functional equivalent,1.0
curbline city,1.0
possible deliveries,1.0
Rural routes,1.0
possible delivery,1.0
rural customers,1.0
rural route,2.0
mail receptacle,1.0
carrier time,1.0
carrier time,1.0
city routes,1.0
individual boxes,1.0
carrier time,1.0
rural routes,1.0
piece basis,1.0
possible deliveries,1.0
Labor Cost,1.0
subsequent sections,1.0
Possible Delivery,1.0
previous section,1.0
rural delivery,1.0
curb delivery routes,1.5
business areas,1.0
regular carriers,1.0
direct comparison,1.0
major reasons,1.0
efficient form,1.0
residential delivery,1.0
residential routes,1.0
rural mail boxes,1.5
residential routes,1.0
major explanation,1.0
residential areas,1.0
rural carrier time,1.5
residential delivery,1.0
rural route time,1.5
possible delivery,1.0
Curbline routes,1.0
in-office costs,1.0
rural carrier,1.0
postal labor delivery cost,2.0
possible delivery,1.0
carrier time,1.0
casual employees,1.0
rural routes,1.0
possible delivery,1.0
rural routes,1.0
residential deliveries,1.0
rural routes,1.0
Casual employees,1.0
rural carriers,1.0
fringe benefits,1.0
full-time city carriers,1.5
full-time employees,1.0
carrier work force,1.5
casual employees,1.0
rural carrier labor cost,2.0
work hour,1.0
rural delivery cost analysis,2.0
collective bargaining employees,1.5
work hour,1.0
Highway contract carriers,1.5
work hour,1.0
city carriers,1.0
rural carriers,1.0
actual labor costs,1.5
actual cost analysis,1.5
resource comparison,1.0
average city carrier cost,2.0
rural carriers,1.0
postal employees,1.0
premium payments,1.0
Delivery Vehicle Cost,1.5
1989 city carrier labor,2.0
rural route,2.0
annual cost,1.0
rural wages,1.0
urban wages,1.0
city delivery carriers,1.5
average labor costs,1.5
average labor cost,1.5
bargaining unit employee,1.5
rural routes,1.0
half times city,1.5
vehicle cost,1.0
postal labor costs,1.5
Rural carriers,1.0
rural carriers,1.0
average city delivery vehicle cost,2.5
Rural vehicle cost,1.5
possible delivery,1.0
carrier cost,1.0
rural carrier vehicle allowance,2.0
including foot routes,1.5
city routes,1.0
rural carriers,1.0
motor vehicle allowance,1.5
average length,1.0
city delivery carriers,1.5
average city carrier vehicle cost,2.5
possible delivery,1.0
total city vehicle cost,2.0
possible city deliveries,1.5
city carriers,1.0
labor cost,1.0
vehicle cost,1.0
labor cost,1.0
actual labor,1.0
average bargaining labor cost,2.0
city delivery,1.0
bargaining labor costs,1.5
important effect,1.0
population density,1.0
cost-per-piece basis,1.0
city costs,1.0
rural delivery cost,1.5
relevant data,1.0
average number,1.0
daily pieces,1.0
average number,1.0
Average boxes,1.0
vehicle costs,1.0
city cost,1.0
actual labor costs,1.5
Rural Delivery Cost,1.5
rural delivery cost,1.5
population density,1.0
rural routes,1.0
wide variation,1.0
average values,1.0
Rural Routes,1.0
Selective Averagesa,1.0
rural routes,1.0
standard deviations,1.0
rural routes,1.0
standard deviation,1.0
standard deviations,1.0
population density increases,1.5
standard deviation,1.0
rural delivery,1.0
total cost,1.0
5th Routes,1.0
standard deviation,1.0
route evaluation factors,1.5
route miles,1.0
percent increase,1.0
total cost,1.0
driving time,1.0
low end,1.0
density spectrum,1.0
standard deviation,1.0
rural carrier pay,1.5
constant elasticity,1.0
logarithmic values,1.0
t value,1.0
simple structure,1.0
overhead costs,1.0
postal system,1.0
retail service,1.0
simple log,1.0
linear model,1.0
rural delivery,1.0
cost model,1.0
simplifying assumption,1.0
average number,1.0
Calculating Profit,1.0
total time,1.0
out-of-office time,1.0
annual profit,1.0
rural delivery,1.0
delivery attributable,1.0
dependent variable,1.0
explanatory variable,1.0
rural box,1.0
indirect costs,1.0
vehicle cost,1.0
delivery cost,1.0
labor cost,1.0
rural delivery,1.0
attributable cost,1.0
Rural carrier cost,1.5
attributable cost,1.0
rural mail,1.0
multiplying labor cost,1.5
labor cost,1.0
rural delivery costs,1.5
rural delivery cost,1.5
institutional costs,1.0
omnibus rate case,1.5
indirect costs,1.0
vehicle cost,1.0
early version,1.0
institutional costs,1.0
remaining costs,1.0
variable costs,1.0
recent analysis,1.0
delivery function,1.0
cost model,1.0
density differences,1.0
Attributable costs,1.0
postal costs,1.0
causally traceable,1.0
attributable cost,1.0
attributable costs,1.0
postal system,1.0
daily vehicle cost,1.5
population density,1.0
average revenue,1.0
Recommended Decision,1.0
profitability calculation,1.0
attributable costs,1.0
cost balance,1.0
average revenue,1.0
average revenue,1.0
rural carriers,2.0
revenue change,1.0
independent estimate,1.0
average revenue,1.0
average profit,1.0
nondelivery attributable,1.0
average labor,1.0
rural delivery,1.0
rural routes,1.0
actual labor costs,1.5
rural routes,1.0
sizeable deficit,1.0
rural delivery,1.0
accrued expenditures,1.0
rural routes,1.0
highly sensitive,1.0
annual profit,1.0
rural routes,1.0
bargaining employees,1.0
overall surplus,1.0
rural route costs,1.5
important factor,1.0
city addresses,1.0
rural delivery,1.0
average bargaining compensation,1.5
average bargaining,1.0
rural delivery,1.0
box profit,1.0
labor cost,1.0
rural routes,1.0
determining profitability,1.0
rural routes,1.0
population density,1.0
actual labor cost,1.5
densely populated,1.0
total profit,1.0
rural delivery,1.0
labor cost,1.0
using either labor cost,2.5
rural carriers,1.0
universal service requirement,1.5
city carriers,1.0
rural routes,1.0
separate mail,1.0
delivery firm,1.0
service requirement,1.0
remaining portions,1.0
delivery network,1.0
easily identifiable,1.0
service networks,1.0
putting pieces,1.0
transaction costs,1.0
delivery network,1.0
underlying reasons,1.0
Concluding Remarks,1.0
total loss,1.0
small relative,1.0
extensive list,1.0
rural routes,1.0
common carriers,1.0
general population,1.0
overnight carriers,1.0
service networks,1.0
ubiquitous service,1.0
ubiquitous service,1.0
average city delivery,1.5
rural routes,1.0
rural routes,1.0
universal service requirement,1.5
Concluding Remarks,1.0
postal system,1.0
real difference,1.0
Rural delivery cost,1.5
rural routes,1.0
city routes,1.0
common carriers,1.0
settled portions,1.0
overnight delivery,1.0
distance telephone,1.0
universal service,1.0
rural addresses,1.0
carrier time,1.0
serving businesses,1.0
parcel service,1.0
ordinary rate,1.0
piece delivery cost,1.5
possible delivery,1.0
city routes,1.0
rural routes,1.0
rural routes,1.0
1989 city delivery carrier data,2.5
city delivery carrier route,2.0
work hours,1.0
ratemaking purposes,1.0
different route types,1.5
recent rate proceeding,1.5
systems data,1.0
certain labor crafts,1.5
different activities,1.0
attributable costs,1.0
distribution keys,1.0
city carrier activities,1.5
universal service requirement,1.5
data systems,1.0
Total city,1.0
cost allocations,1.0
In-Office Cost,1.0
possible deliveries,1.0
possible delivery,1.0
different delivery,1.0
route types,1.0
city delivery letter,1.5
sparsely populated,1.0
delivery carrier work hoursa,2.0
payroll hours accounting,1.5
ongoing work sampling system,2.0
letter routes,1.0
rate cases,1.0
rural routes,1.0
rural routes,1.0
rural carrier,1.0
annual salary,1.0
Rural Delivery Carrier Data,2.0
rural route,1.0
workload elements,1.0
delivery boxes,1.0
labor agreement,1.0
workload elements,1.0
standard time allowances,1.5
Time standards,1.0
rural routes,1.0
mail volume,1.0
24 delivery days,1.5
following properties,1.0
rural routes,1.0
internally inconsistent,1.0
rural carrier,1.0
rural carrier costs,1.5
similar edit,1.0
rural routes,1.0
delivery days,1.0
week times,1.0
average number,1.0
rural routes,1.0
Rural Delivery,1.0
city delivery routes,1.5
possible delivery,1.0
rural carriers,1.0
average number,1.0
direct labor costs,1.5
delivery days,1.0
week times,1.0
inter-city letter,1.0
city delivery,1.0
PRELIMINARY VERSION,1.0
delivery function,1.0
twentieth century,1.0
post office,1.0
post office,1.0
early part,1.0
rural delivery,1.0
substantial cause,1.0
tremendous growth,1.0
delivery service,1.0
delivery underlie,1.0
letter mail monopoly,1.5
letter mail monopoly,1.5
modern justifications,1.0
letter monopoly,1.0
uniform price,1.0
cream skimming,1.0
universal delivery system,1.5
efficient provider,1.0
natural monopoly,1.0
legal protection,1.0
urban-rural cross subsidizes,1.5
economic argument,1.0
postal system,1.0
single firm,1.0
monopoly increase,1.0
lower-than-average delivery costs,1.5
inefficient behavior,1.0
economic rents,1.0
technical inefficiencies,1.0
economic rents,1.0
national posts,1.0
fixed costs,1.0
loop delivery,1.0
postal customer,1.0
delivery function,1.0
postal services,1.0
postal customers,1.0
letter mail market,1.5
tremendous barrier,1.0
legal monopoly,1.0
unpublished paper,1.0
Delivery Services,1.0
postal consumers,1.0
postal environment,1.0
political rents,1.0
Quantitative Comparison,1.0
postal systems,1.0
estimated value,1.0
wage premium,1.0
political rents,1.0
economic rents,1.0
competitive environment,1.0
letter mail competitor,1.5
began operations,1.0
Delivery Function,1.0
mail processing,1.0
empirical research,1.0
significant scale economies,1.5
single firm,1.0
scale economies,1.0
monopoly delivery service,1.5
significant scale economies,1.5
delivery sequence,1.0
Delivery function,1.0
total cost,1.0
multiple firms,1.0
competing firms,1.0
mail processing,1.0
transportation functions,1.0
street delivery function,2.1666667
street delivery,1.0
street delivery,1.0
nondiscriminatory access,1.0
rate structure,1.0
Postal rates,1.0
substantial degree,1.0
First-Class letter volume,1.5
barcoding discounts,1.0
Technological Agnosticism,1.0
zoned rates,1.0
city delivery carriers,1.5
little data,1.0
street delivery costs,1.5
city delivery,1.0
Operational Costs,1.0
retroactive charges,1.0
Delivery Cost,1.0
rural carriers12,1.0
cost behavior,1.0
city carriers,1.0
extensive data,1.0
rural delivery cost behavior,2.0
Nonoperating costs,1.0
third-party sorters,1.0
advertising mailers,1.0
sort mail,1.0
automated operations,1.0
applying barcodes,1.0
barcoded mail,1.0
character readers,1.0
wage premium,1.0
thousand city delivery routes,2.0
million delivery points,1.5
delivery personnel,1.0
million delivery points,1.5
rural routes,1.0
rural carrier,1.0
total city carrier cost,2.0
city carrier in-office,1.5
street delivery,1.0
delivery point,1.0
basic line,1.0
delivery point,1.0
curbside mail receptacle,1.5
normal speed,1.0
coverage-related load time,1.5
Route time costs,1.5
street delivery costs,1.5
access time,1.0
Access time,1.0
basic line,1.0
load time,1.0
access time,1.0
street support,1.0
Elemental load time,1.5
partly variable,1.0
5 unit apartment house,2.0
5 mail boxes,1.5
carrier street data,1.5
possible stops,1.0
Economic rents,1.0
wage premium,1.0
fixed portion,1.0
load time,1.0
significant factor,1.0
possible deliveries,1.0
city delivery carriers,1.5
rural carriers,1.0
total delivery costs,1.5
rural carrier cost,1.5
in-office cost,1.0
several rate proceedings,1.5
Route time,1.0
normal driving speed,1.5
street time,1.0
load time,1.0
delivery day,1.0
Load time,1.0
possible deliveries,1.0
access cost,1.0
representative sample,1.0
street delivery costs,1.5
delivery point characteristics,1.5
10 percent increase,1.5
city delivery carriers,1.5
Marginal access cost,1.5
possible stops,1.0
coverage function,1.0
volume variability,1.0
access costs,1.0
coverage function,1.0
stop declines,1.0
volume variability,1.0
access costs,1.0
Scale Economies,1.0
measuring scale economies,1.5
postal delivery function,1.5
total cost,1.0
random half,1.0
mail classes,1.0
scale economies,1.0
route time costs,1.5
single firm,1.0
providing delivery,1.0
total cost,1.0
providing delivery,1.0
equally efficient,1.0
coverage function,1.0
1 rate case,1.5
single firm,1.0
providing delivery,1.0
entire country,1.0
delivery day,1.0
total accesses,1.0
multiple pieces,1.0
providing service,1.0
route time,1.0
total volume,1.0
partly variable,1.0
load time,1.0
cost variability,1.0
coverage function,1.0
duopoly scenario,1.0
scale economies,1.0
postal worker subject,1.5
total street time cost,2.0
fringe benefits,1.0
possible stops,1.0
special cases,1.0
firm specific,1.0
scale economies,1.0
postal services,1.0
Ceteris paribus,1.0
efficient firm,1.0
postal bargaining labor force,2.0
system-wide wage premium,1.5
billion delivery scale,1.5
annuitant benefits,1.0
retirement liability,1.0
wage premium,1.0
slight variability,1.0
route time,1.0
annual earnings,1.0
efficient ones,1.0
scale economies,1.0
general case,1.0
wage premium,1.0
current state,1.0
fringe benefit figure,1.5
civil service,1.0
fringe benefits,1.0
upper bound,1.0
comparable workers,1.0
annual leave,1.0
unemployment compensation,1.0
wage premium,1.0
monopoly rents,1.0
postal system,1.0
scale benefit,1.0
total factor,1.0
in-office carrier sequence function,2.0
technical inefficiency,1.0
early 1980s,1.0
undeliverable-as-addressed mail,1.0
Additional billions,1.0
hiring freezes,1.0
Statistical abstracts,1.0
indirect evidence,1.0
Total Compensation Premium,1.5
little mechanization,1.0
fringe benefit package,1.5
special circumstances,1.0
Quit Rates,1.0
Application Rates,1.0
previous Wachter,1.0
white male,1.0
minority employees,1.0
private sector equivalents,1.5
management claims,1.0
white males,1.0
relatively unaffected,1.0
Express Statutes,1.0
economies net,1.0
postal costs,1.0
top curve,1.0
wage premium,1.0
work rules,1.0
unnecessarily restrictive,1.0
top curve,1.0
current wage premium,1.5
0 percent inefficiencies,1.5
large market share,1.5
direct competition,1.0
scale benefit,1.0
bottom curve,1.0
wage premium,1.0
wage premium,1.0
consumer benefit,1.0
delivery scale,1.0
bottom curve,1.0
wage premium,1.0
scale economies,1.0
economic cost,1.0
net scale benefit,1.5
initially positive,1.0
net benefits,1.0
universal service,1.0
postal customers,1.0
wage premium,1.0
postal monopoly,1.0
economic grounds,1.0
underlying cost,1.0
product features,1.0
unit cost,1.0
institutional arrangements,1.0
net scale benefit,1.5
delivery function,1.0
decreasing rate,1.0
pricing flexibility,1.0
large proportion,1.0
street costs,1.0
small share,1.0
total volume,1.0
wage premium,1.0
daily delivery,1.0
First-Class mailers,1.0
reducing delivery,1.0
daily delivery,1.0
advertising mailers,1.0
cost savings,1.0
delivery costs,1.0
Delivery Frequency,1.0
politically difficult,1.0
delivery frequency,1.0
delivery market,1.0
placing anything,1.0
street cost,1.0
huge barrier,1.0
unit costs,1.0
total market,1.0
unit delivery,1.0
national basis,1.0
unit delivery,1.0
total market,1.0
charge rates,1.0
mail box,1.0
efficiency advantage,1.0
Wage Premiums,1.0
street delivery costs,1.5
total costs,1.0
delivery present,1.0
mail volume increases,1.5
postal systems,1.0
variable costs,1.0
total costs,1.0
significant barriers,1.0
fixed access cost,1.5
total cost,1.0
total costs,1.0
International Comparison,1.0
total costs,1.0
equally efficient,1.0
fixed costs decrease,1.5
Route time cost,1.5
volume increases,1.0
fixed cost,1.0
street delivery costs,1.5
delivery costs,1.0
variable access cost percentage decreases,2.5
volume increases,1.0
street delivery costs,1.5
postal systems,1.0
total costs,1.0
capita volume,1.0
total costs,1.0
corresponding coverage,1.0
fixed portion,1.0
street delivery cost,1.5
fixed portion,1.0
total cost,1.0
total costs,1.0
delivery routes,1.0
Fixed Delivery Costs,1.5
total cost,1.0
total cost,1.0
delivery cost,1.0
possible stops data,1.5
using volume,1.0
capita volume,1.0
coverage function,1.0
hypothetical duopoly,1.0
detailed street delivery cost,2.0
different approach,1.0
total cost relationship,1.5
street delivery,1.0
delivery data,1.0
approximate pieces,1.0
possible stop,1.0
international data,1.0
duopoly costs,1.0
total costs,1.0
coverage function,1.0
total cost,1.0
possible stop,1.0
cost segments,1.0
detailed discussion,1.0
capita volume,1.0
linear relationship,1.0
possible stop,2.0
monopoly cost,1.0
total cost,1.0
coverage level,1.0
street delivery,1.0
total cost,1.0
17 percent estimate,1.5
coverage levels,1.0
total cost,1.0
data set,1.0
hourly wage,1.0
average manufacturing,1.0
negative wage premium,1.5
postal data,1.0
wage premium,1.0
wage premium,1.0
wage premium,1.0
total costs,1.0
postal systems,1.0
net value,1.0
private sector data,1.5
purchasing power parities,1.5
Hourly Compensation Costs,1.5
International Comparisons,1.0
delivery function,1.0
wage premium,1.0
postal systems,1.0
postal delivery monopoly,1.5
economic grounds,1.0
legal monopolies,1.0
street delivery costs,1.5
representative sample,1.0
delivery point characteristics,1.5
city delivery,1.0
economic basis,1.0
wage premium measure,1.5
route coverages,1.0
remaining countries,1.0
actual stops,1.0
exponential function,1.0
regression results,1.0
access costs,1.0
postal delivery,1.0
nonlinear regression model,1.5
variable nature,1.0
access cost,1.0
coverage model,1.0
coverage-related load cost,1.5
access cost,1.0
possible stops,1.0
street delivery cost,1.5
highly significant,1.0
estimated coefficient,1.0
total cost,1.0
street delivery cost,1.5
possible stop,1.0
Scale Economies,1.0
Scale Economies,1.0
elemental load cost,1.5
total cost,1.0
route time cost,1.5
monopoly case,1.0
street delivery,1.0
hypothetical duopoly,1.0
adjusting equation,1.0
duopoly firm,1.0
total delivery,1.0
duopoly market,1.0
variable portion,1.0
access cost,1.0
total street delivery costs,2.0
hypothetical duopoly,1.0
cost segments,1.0
total cost,1.0
in-office delivery,1.0
mail processing,1.0
different approach,1.0
detailed street,1.0
Postal Systems1,1.0
Scale Economies,1.0
possible stop,1.0
possible stop,1.0
linear relationship,1.0
Average pieces,1.0
possible stop,1.0
possible stop,1.0
corresponding coverage,1.0
previous section,1.0
retail services,1.0
total cost relationship,1.5
street delivery,1.0
possible stop,1.0
delivery data,1.0
Average pieces,1.0
possible stop,1.0
possible stop,1.0
monopoly cost,1.0
duopoly cost,1.0
total cost,1.0
coverage levels,1.0
following results,1.0
total cost,1.0
coverage level,1.0
17 percent estimate,1.5
total cost,1.0
Good morning ladies,1.5
estimated income …,1.5
sufficient revenues,1.0
office yesterday,1.0
final throes,1.0
total cost,1.0
total cost,1.0
cost segments,1.0
street delivery,1.0
lengthy deliberations,1.0
wrong presentation,1.0
Good morning ladies,1.5
practicable total,1.0
normal circumstances,1.0
overall average rate increase,2.0
finishing touches,1.0
rate case decision,1.5
postal rate making,1.5
postal community,1.0
discussed diversion,1.0
appropriated tax dollars,1.5
somewhat cloudy,1.0
postal rates,1.0
transactional mail,1.0
electronic bill,1.0
Postal Reorganization,1.0
future well-being,1.0
providing service,1.0
business-like fashion,1.0
brief outline,1.0
crystal ball,1.0
postage rates,1.0
secret conference,1.0
service changes,1.0
key elements,1.0
entire time,1.0
postage rates,1.0
public scrutiny,1.0
conference report,1.0
conference substitute,1.0
Commissions study,1.0
postage rates,1.0
Postal Rate,1.0
small object,1.0
freestanding entity,1.0
presidential commission,1.0
omnibus rate case,1.5
public evidentiary,1.0
rate increase,1.0
rocket shot,1.0
additional revenue,1.0
almost everyone,1.0
rate cases,1.0
month limit,1.0
postal officials,1.0
rate-type proceedings,1.0
administrative law judge,1.5
early cases,1.0
law judges,1.0
government agency,1.0
classification cases,1.0
existing services,1.0
postal community,1.0
international mail,1.0
local post office,1.5
post office,1.0
nationwide change,1.0
providing rates,1.0
annual reports,1.0
Petronius Arbiter,1.0
procedural requirements,1.0
Postal Rate,1.0
current rate case,1.5
uncontrollable experiment,1.0
